Year,World,Africa,Asia and Oceania,Central and South America,Eurasia,Europe,Middle East,North America,EU28,OECD,OPEC,Persian Gulf,Albania,Algeria,Angola,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahrain,Bangladesh,Belarus,Belgium,Benin,Bolivia,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burma,Cambodia,Cameroon,Canada,Chile,China,Colombia,Congo,Croatia,Cuba,Cyprus,Denmark,Dominican Republic,Ecuador,Egypt,El Salvador,Eritrea,Estonia,Ethiopia,Finland,France,Gabon,Georgia,Germany,Ghana,Gibraltar,Greece,Guatemala,Haiti,Honduras,Hungary,Iceland,India,Indonesia,Iraq,Ireland,Israel,Italy,Ivory Coast,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kosovo,Kuwait,Kyrgyzstan,Latvia,Lebanon,Libya,Lithuania,Malaysia,Malta,Mauritius,Mexico,Mongolia,Montenegro,Morocco,Mozambique,Namibia,Nepal,Netherlands,Nicaragua,Niger,Nigeria,Norway,NZ,Oman,Pakistan,Panama,Paraguay,Peru,Poland,Portugal,Qatar,Romania,Russian Federation & USSR,Senegal,Serbia,Singapore,Slovakia,Slovenia,South Africa,Spain,Sudan,Suriname,Sweden,Tajikistan,Thailand,Togo,Tunisia,Turkey,Ukraine,United Kingdom,United States of America,Uruguay,Uzbekistan,Yemen,Zambia,Zimbabwe
1982,58.60280099,1.506423896,3.082578466,1.680189022,18.65125992,8.715557212,1.519563361,23.44722911,7.579851035,31.19479809,3.315559947,1.46179851,0.011056231,1.173797976,0.011056231,0.432295474,,0.448119526,0.053850291,,0.143731002,0.064589722,,0.001224317,0,0.085535315,0,0.053773203,0.41535947,0.002990568,0.017689969,0,0,2.941600714,0.051743585,0.463085033,0.134322123,0.000663374,,0.000331687,0,0,0,0.002745578,0.103928568,0,,,0,0,0.257133938,0.002211246,,0.652919578,0,0,0.003340735,0,0,0,0.250624804,0,0.105543186,0.782912131,0.026534954,0.076791702,0.003291526,0.549817819,0,0,0.083710561,0,,0,,0.11056231,,,0,0.132674777,,0.061678355,0,0,1.160893714,0,,0.003316869,0,,0,2.534791464,0,0,0.055281155,1.02965717,,0.045330551,0.364475472,0,0,0.051830177,0.173342061,0,0.205645903,1.525379649,18.65125992,0,,0,,,0,0,0,0,0,,0.0496316,0,0.0234937,0.001085559,,1.497644109,19.34473468,0,,0,0,0
1983,59.25796784,2.05093659,3.423309958,1.736593768,19.96676463,8.980462956,1.678042957,21.42185699,7.837834692,29.41048091,3.924439337,1.610522225,0.012161855,1.637335979,0.013267477,0.482134052,,0.469246747,0.048994838,,0.154787235,0.068564473,,0.000680481,0,0.088703287,0,0.066632009,0.42433331,0.003488996,0.021006839,0,0,2.758482223,0.048575609,0.523857315,0.129253357,0.000773936,,0.000331687,0,0.001745554,0,0.004118367,0.12493541,0,,,0,0,0.260047419,0.005859803,,0.714612683,0,0,0.003188883,0,0,0,0.241388041,0,0.125703122,0.893263242,0.019901216,0.082861541,0.00219435,0.492653806,0,0,0.086035847,0,,0,,0.137097273,,,0,0.154787235,,0.163007071,0,0,1.140897473,0,,0.003537994,0,,0,2.696405628,0,0,0.089555468,1.04203557,,0.05638678,0.352120376,0,0,0.051830177,0.169106489,0,0.192378419,1.581875365,19.96676463,0,,0,,,0,0.002929743,0,0,0,,0.060191518,0,0.020883288,0.002713898,,1.537855225,17.52247729,0,,0,0,0
1984,65.21655615,2.187332221,4.001667809,1.987711313,22.60646373,9.074724077,2.219367945,23.13928905,7.854774894,31.31906456,4.596866285,2.156066536,0.012161855,1.694655155,0.013267477,0.535222969,,0.490839624,0.051273667,,0.147047877,0.094400366,,0.00147163,0,0.097151215,0,0.086504718,0.388438044,0.002990568,0.02542933,0,0,2.998966405,0.050687595,0.532365436,0.181208141,0.000773936,,0.000110562,0,0.012800729,0,0.005491156,0.15810411,0,,,0,0,0.247266743,0.005859803,,0.752926169,0,0,0.003495015,0,0,0,0.25197225,0,0.134004266,1.203407947,0.022112463,0.08711085,0.00219435,0.522060047,0,0,0.087198505,0,,0,,0.159209727,,,0,0.17911094,,0.35795472,0,0,1.124097687,0,,0.002211246,0,,0,2.718882464,0,0,0.107245443,1.098750716,,0.051964284,0.34914882,0,0,0.051830177,0.186254734,0,0.231075224,1.511820781,22.60646373,0,,0,,,0,0.009342674,0,0,0,,0.073919403,0,0.026104111,0.001519783,,1.495106573,19.01622496,0,,0,0,0
1985,67.71495144,2.246944,4.455857936,2.046912013,24.74570794,9.2739623,2.63661962,22.30894763,8.052456747,30.81749876,4.998391093,2.568536679,0.011056231,1.694655155,0.0143731,0.541723646,,0.523637675,0.046759304,,0.181322198,0.099368799,,0.00157744,0,0.093983243,0,0.107546403,0.378182222,0.003987424,0.030957447,0,0,3.269072992,0.046463628,0.555458946,0.182475331,0.002211246,,0.000221125,0,0.050039214,0,0.005491156,0.19348404,0,,,0,0,0.209257386,0.002211246,,0.696548902,0,0,0.003343058,0,0,0,0.271533432,0,0.160093594,1.325374915,0.02542933,0.092422492,0.00219435,0.537006504,0,0,0.091849089,0,,0,,0.154787235,,,0,0.199012169,,0.48131143,0,0,1.108737197,0,,0.003316869,0,,0,2.8406658,0,0,0.119407297,1.089405234,,0.060809272,0.359998054,0,0,0.05295692,0.192264383,0,0.211174011,1.43611678,24.74570794,0,,0,,,0,0.010677342,0,0,0,,0.135166911,0,0.018272877,0.002171119,,1.660257286,17.93113744,0,,0,0,0
1986,68.98649741,2.265484853,4.79193364,2.080342577,26.21400614,9.202972768,2.916927986,21.51482945,7.916493167,29.91634697,5.282646068,2.828855549,0.015478724,1.657273018,0.015478724,0.592645685,,0.571591314,0.04443718,,0.199012169,0.112286748,,0.001023573,0,0.097151215,0,0.105208435,0.375618301,0.004979,0.04201368,0,0,3.064559242,0.027455778,0.588276006,0.182475331,0.000442249,,0.000221125,0,0.083786589,0,0.004118367,0.221124619,0,,,0,0,0.164712497,0.001105623,,0.637719631,0,0,0.004555547,0,0,0,0.259191013,0,0.218780321,1.378808113,0.049753042,0.062801925,0.001536045,0.602130587,0,0,0.086035847,0,,0,,0.191272802,,,0,0.218913382,,0.581538733,0,0,0.983324534,0,,0.003316869,0,,0,2.605595737,0,0,0.128252285,1.13029951,,0.077393618,0.386628045,0,0,0.055210406,0.174726477,0,0.213385269,1.514080565,26.21400614,0,,0,,,0,0.015773346,0,0,0,,0.118271054,0,0.019578083,0.017385844,,1.740979501,17.46694567,0,,0,0,0
1987,72.28904947,2.543228202,5.075222379,1.988647145,27.47405542,9.435449713,3.354631503,22.41781511,8.101995505,31.09855905,5.893299634,3.241528579,0.017689969,1.90025672,0.017689969,0.570976734,,0.585944335,0.046716013,,0.239920211,0.13017313,,0.001118295,0,0.096095228,0,0.122743176,0.394847914,0.00438152,0.044224926,0,0,3.325892767,0.027455778,0.600430453,0.137342251,0.002211246,,0.000884498,0,0.107060646,0,0.002608299,0.245448324,0,,,0,0,0.152823094,0.004533055,,0.712483796,0,0,0.005166544,0,0,0,0.255076867,0,0.275906293,1.472896939,0.145942248,0.062801925,0.002304068,0.616158377,0,0,0.089523795,0,,0,,0.206751519,,,0,0.208962778,,0.606870966,0,0,0.996642661,0,,0.002321808,0,,0,2.613148138,0,0,0.144836631,1.1938723,,0.088449851,0.41325804,0,0,0.046107755,0.175273478,0,0.218913382,1.48809272,27.47405542,0,,0,,,0,0.030174958,0,0,0,,0.139390881,0,0.016967671,0.010866152,,1.831519135,18.09527968,0,,0,0,0
1988,75.87609291,2.710390496,5.466239337,2.125565363,29.46109897,9.01996593,3.663311272,23.42952154,7.630696287,31.73594543,6.39471513,3.562779189,0.027640577,2.037324513,0.019901216,0.684738663,,0.611276526,0.049901937,,0.201223407,0.149053203,,0.000664007,0,0.10348717,0,0.11339131,0.389719984,0.00039832,0.040908056,0,0,3.838273644,0.036959702,0.596784086,0.143228351,0,,0.000773936,0,0.10822435,0,0.003843809,0.269772049,0,,,0,0,0.126009353,0.003869681,,0.678751242,0,0,0.006247563,0,0,0,0.227539781,0,0.376788324,1.608803105,0.223335874,0.075575202,0.001536045,0.626685541,0,0,0.086035847,0,,0,,0.254293312,,,0,0.214490886,,0.63991294,0,0,1.00727864,0,,0.002321808,0,,0,2.309161923,0,0,0.147047877,1.205329855,,0.080710489,0.438901742,0,0,0.043164711,0.173947154,0,0.228863986,1.446285889,29.46109897,0,,0,,,0,0.037416948,0,0,0,,0.203806357,0,0.015662466,0.003256678,,1.763887075,18.58396926,0,,0,0,0
1989,78.43412402,2.888706084,5.681586608,2.432594415,30.45678784,9.090961487,4.085923885,23.7975637,7.667370738,32.39319946,7.031289962,3.936280172,0.027640577,2.129533633,0.016584347,0.780082022,,0.627797513,0.053304336,,0.205645903,0.162964839,,0.00052958,0,0.112991098,0,0.143784865,0.393565932,0.00039832,0.04201368,0,0,3.990779802,0.060191518,0.613800371,0.143228351,0,,0.001216185,0,0.12684359,0,0.003843809,0.3018351,0,,,0,0,0.121232047,0.003537994,,0.659192154,0,0,0.006247563,0,0,0,0.219428697,0,0.382865552,1.692437533,0.237708974,0.085324112,0.001536045,0.641198079,0,0,0.082547916,0.003095745,,0,,0.318419458,,,0,0.234392099,,0.667447891,0,0,0.960213105,0,,0.002321808,0,,0,2.523462779,0,0,0.183533431,1.244285392,,0.109456689,0.468490653,0,0,0.040221661,0.161566703,0,0.237708974,1.276799369,30.45678784,0,,0,,,0,0.066210666,0,0,0,,0.192190457,0,0.016967671,0.006513355,,1.725632744,18.8465708,0,,0,0,0
1990,79.94976215,2.972087552,6.127235574,2.312770536,31.18377919,8.836353212,3.984473257,24.53306284,7.561820036,33.26685904,6.892513968,3.764147573,0.009952881,2.226727139,0.021005861,0.682593473,,0.823796945,0.047852256,,0.22665403,0.160977461,,0.000446178,0,0.112991098,0,0.120356633,0.407667619,0.000351517,0.04201368,0,0,4.121393057,0.069695441,0.617446655,0.14813343,0,,0.00126041,0,0.129170999,0,0.005491156,0.316201874,0,,,0,0,0.117213996,0.003316869,,0.598949951,0,0,0.005922,0,0,0,0.177089783,0,0.484963031,1.860868268,0.163631126,0.087370624,0.001161909,0.653598543,0,0,0.094605071,0.00507481,,0,,0.163597472,,,0,0.242126416,,0.552321944,0,0,1.059405556,0,,0.002211246,0,0,0,2.536891354,0,0,0.144835681,1.124436692,,0.109454993,0.475394728,0,0,0.018639307,0.111011105,0,0.245450518,1.131040825,31.18377919,0,,0,,,0,0.058987687,0,0,0,,0.219646227,0,0.015662466,0.008127343,,1.905923218,19.35226422,0,,0,0,0
1991,80.83225259,3.243264197,6.452440426,2.485748643,30.58835342,9.259039391,4.145601195,24.65780532,8.008675239,34.06536108,7.255577239,3.894299634,0.005512276,2.408653228,0.022112463,0.776684266,,0.857979362,0.049979021,,0.257610187,0.171908028,,0.00038349,0,0.109823113,0,0.147480302,0.337556119,0.000339294,0.038983839,0,0,4.348955601,0.054911557,0.639324695,0.152057496,0,,0.001304635,0,0.161754669,0,0.004428844,0.354905025,0,,,0,0,0.132541716,0.003923406,,0.629924282,0,0,0.006205006,0,0,0,0.179349592,0,0.545735354,2.107278321,0.043119301,0.089590319,0.001161909,0.656807725,0,0,0.09933497,0.00507481,,0,,0.019901216,,,0,0.255343667,,0.628168966,0,0,1.059459357,0,,0.001519318,0,0,0,2.868284445,0,0,0.18574469,1.113302316,,0.119097721,0.526682107,0,0,0.018015638,0.123267996,0,0.297913471,0.933374,30.58835342,0,,0,,,0,0.055376195,0,0,0,,0.249213995,0,0.0110624,0.007782314,,2.121497489,19.24939036,0,,0,0,0
1992,81.29468619,3.391928007,6.832261837,2.467220756,29.37219035,9.32040047,4.622315174,25.28836959,8.065541378,34.94505136,7.783580392,4.357231469,0.003971043,2.455476809,0.022255696,0.782919081,0,0.91699369,0.054232554,0.304551634,0.207719826,0.20493781,0.011213447,0.000221408,0,0.116159069,0,0.16155266,0.348586428,0.001476777,0.038387298,0,0,4.85452468,0.058548973,0.648144608,0.147932372,0,0.071061715,0.00134886,0,0.168783431,0,0.004848004,0.385999652,0,,0,0,0,0.129613204,0.003904509,0.000784992,0.639165722,0,0,0.006099407,0,0,0,0.178772864,0,0.57946702,2.222959144,0.111668927,0.088437374,0.000833853,0.685655112,0,0,0.098407703,0.005859803,0.316263499,0,,0.102298111,0.003850663,0,0,0.264399497,0,0.702071178,0,0,1.029895064,0,,0.000936813,0,0,0,2.886320928,0,0,0.191320896,1.199133894,,0.129239214,0.54316805,0,0,0.017532504,0.119150517,0,0.492748553,0.827815352,24.07307507,0,0.033031595,0,,0.000577237,0.049196801,0.050718326,0,0,0,0.00390285,0.262941888,0,0.018437334,0.007590632,0.805126664,2.157439451,19.40394985,0,1.620051738,0,0,0
1993,82.64370786,3.370332905,7.286567984,2.63405349,28.73272488,9.743427451,4.896583123,25.98001803,8.574791216,36.15432943,7.960787195,4.600255334,0.0011675,2.370107412,0.021865246,0.838649702,0,0.984226538,0.056359323,0.265506554,0.258478428,0.225344935,0.011213447,0.000178158,0,0.10888329,0,0.16034175,0.356333105,0.002584307,0.043236183,0,0,5.27300832,0.065260275,0.678620116,0.154019531,0,0.080745226,0.001382029,0,0.187105333,0,0.004845945,0.440818961,0,,0,0,0,0.134285958,0.003904509,0,0.640463923,0,0,0.004336934,0,0,0,0.180882685,0,0.646416841,2.27063612,0.099564959,0.100390977,0.001162403,0.730130274,0,0,0.101589114,0.007809016,0.261601492,0,,0.211624008,0.001541061,0,0,0.248326703,0,0.832499293,0,0,1.082424708,0,,0.001170855,0,0,0,2.936263423,0,0,0.197177719,1.122149988,,0.154618017,0.57501059,0,0,0.033256447,0.152387914,0,0.527108574,0.786826831,23.21976671,0.000670517,0.037561366,0,0.009161348,0.000715267,0.07008766,0.027743675,0,0,0,0,0.327799665,0,0.016203324,0.007667305,0.739643521,2.535469433,19.624585,0,1.703333052,0,0,0
1994,83.5246323,3.265152556,7.980602353,2.796895719,27.14897228,9.845686594,5.184157568,27.30316523,8.583334752,37.74183873,8.17243073,4.869798211,0.001168602,2.251299552,0.02029924,0.867867411,0,1.062455682,0.050882896,0.249107943,0.253397755,0.245261157,0.011213447,4.87868E-05,0,0.11076295,0,0.167150785,0.36235495,0.002216315,0.056207258,0,0,5.755448259,0.072345978,0.715533247,0.159366066,0,0.070284461,0.00134886,0,0.202190415,0,0.004845945,0.468142939,0,0,0,0,0,0.13860504,0.00390285,0,0.664395505,0,0,0.00221169,0,0,0,0.174754369,0,0.721537495,2.539714806,0.123763449,0.102127737,0.001163006,0.770376224,0,0,0.100682605,0.010934613,0.175705623,0,,0.233098516,0.00135526,0,0,0.249494912,0,0.947556995,0,0,1.116379573,0,,0.001171961,0,0,0,2.785402929,0,0,0.177651513,1.222777926,,0.165942972,0.618595053,0,0,0.033952968,0.144216901,0,0.527094758,0.729825433,22.83257731,0.001338564,0.030736324,0,0.010573573,0.000354444,0.076527913,0.008406439,0,0,0,0.001293579,0.360980135,0,0.015323113,0.007628968,0.70111508,2.71610536,20.4313374,0,1.786603647,0,0,0
1995,84.75323243,3.612964877,8.507625184,2.95894878,26.58392594,10.28322101,5.51606541,27.29048124,8.932612337,38.23808289,8.888892904,5.235662574,0.001168602,2.55668646,0.021865246,0.974654174,0,1.177376601,0.05565749,0.256493508,0.253397755,0.269071204,0.011596719,0,0,0.124016654,0,0.17491528,0.402386402,0.001848545,0.064465834,0,0,6.040939034,0.070857035,0.73796742,0.157629671,0,0.076918198,0.00160139,0,0.219131531,0,0.005820625,0.48532431,0,0,0,0,0,0.130041556,0.00390285,0,0.703210909,0,0,0.001993765,0,0,0,0.176380573,0,0.762753317,2.575500432,0.123774511,0.104742959,0.000778994,0.760926198,0.001558929,0,0.102277227,0.011321581,0.187038273,0,,0.233098516,0.001359916,0,0,0.247549017,0,1.134083959,0,0,1.098853963,0,,0.000784992,0,0,0,2.831944486,0,0,0.202638612,1.273791948,,0.162825117,0.637058464,0,0,0.032216568,0.147548857,0,0.527105811,0.718714797,22.358933,0.001680325,0.035379938,0,0.012301985,0.000354444,0.076531233,0.017663634,0,0,0,0.00152576,0.388214164,0,0.014442902,0.006977247,0.685364757,2.96401592,20.15068824,0,1.820462927,0,0,0
1996,87.09044326,3.74737439,9.137551826,3.171742507,25.58227642,11.61907174,5.984795944,27.84763043,9.888418281,40.2915815,9.472059011,5.668394677,0.001167996,2.611228699,0.021865246,1.035446091,0,1.213108302,0.056029654,0.261601492,0.25652617,0.276009569,0.011596719,7.94106E-05,0,0.120418832,0,0.195859383,0.396355694,0.001475548,0.062889801,0,0,6.157300254,0.070874092,0.873477346,0.164215327,0,0.070284461,0.001678939,0,0.265992081,0,0.005817605,0.523204048,0,0,0,0,0,0.112031856,0.003904509,0,0.760153105,0,0,0.002155422,0,0,0,0.16763966,0,0.760408709,2.742564512,0.126506063,0.100967445,0.000774935,0.762057053,0.014056229,0,0.099911099,0.010542171,0.165556003,0,,0.233099135,0.00093978,0,0,0.250669427,0,1.2966569,0,0,1.262947215,0,,0.000784992,0,0,0,3.20471187,0,0,0.213186145,1.695388892,,0.160865732,0.686868195,0,0,0.033605247,0.146250484,0,0.534917584,0.666424344,21.16573436,0.002011549,0.026199248,0,0.011241403,0.000388816,0.071876391,0.019828561,0,0,0,0.001094567,0.441951909,0,0.034587154,0.007897324,0.710617149,3.532231752,20.42738296,0,1.820462927,0,0,0
1997,87.30356701,4.101695975,9.539106028,3.351263152,24.19005552,11.23113308,6.881057233,28.00925603,9.298972502,40.11678806,10.60046573,6.510533214,0.000778664,2.895761283,0.022255696,1.067012135,0,1.203451154,0.053626234,0.232708674,0.311189294,0.278565209,0.007734431,0,0,0.123536474,0,0.214087869,0.395064606,0.001478269,0.059352253,0,0,6.224945963,0.083404318,0.983241677,0.206828163,0,0.062472126,0.02928381,0,0.32257389,0,0.004848004,0.527108574,0,0,0,0,0,0.099041819,0.003904509,0.002342704,0.748838404,0,0,0.002100081,0,0,0,0.15641302,0,0.782773674,2.729556795,0.119087501,0.088713996,0.000774935,0.735037329,0.023427049,0,0.104545941,0.011323073,0.238174998,0,,0.36194788,0.000702811,0,0,0.25652617,0,1.480042341,0,0,1.304567817,0,,0.001952254,0,0,0,2.838312567,0,0,0.228413713,1.894810321,,0.194834957,0.688958079,0,0,0.0083147,0.149138928,0,0.679384416,0.644344501,20.13849,0.001341032,0.026863016,0,0.010346388,0.000513404,0.06832889,0.007580638,0,0,0,0.001561803,0.554899213,0,0.072676806,0.009708575,0.706716014,3.370836851,20.47974225,0,1.865974489,0,0,0
1998,88.97210535,4.318774784,9.559387676,3.585916261,24.58183105,11.06114731,7.290998692,28.57404957,9.130462649,40.61839321,11.22949162,6.799302537,0.001167996,3.099599451,0.022646146,1.153136997,0,1.249564402,0.058883708,0.218261987,0.323683723,0.299375451,0.008507874,0,0,0.118080605,0,0.224947386,0.348282136,0.001113177,0.069178785,0,0,6.462064962,0.077922343,1.008158538,0.216875093,0,0.061300777,0.015618032,0,0.318858469,0,0.004848004,0.536479386,0,0,0,0,0,0.085536244,0.003904509,0.002342704,0.729847079,0,0,0.001875506,0,0,0,0.138076197,0,0.830588437,2.611675891,0.115182988,0.065482963,0.000774935,0.725194539,0.031236063,0,0.103732521,0.010932622,0.214747947,0,,0.351405736,0.000546631,0,0,0.248326703,0,1.484361988,0,0,1.400511772,0,,0.001952254,0.002342704,0,0,2.707355283,0,0,0.230365976,1.871076063,,0.273706017,0.70010401,0,0,0.014204279,0.151162861,0,0.764502646,0.541201385,20.8346083,0.001341032,0.036780466,0,0.009308168,0.000353083,0.056615367,0.004761486,0,0,0,0.002342704,0.586597308,0,0.083184293,0.021660136,0.706716014,3.522269764,20.71147284,0,2.078361852,0,0,0
1999,91.00289264,4.691531149,10.14267671,3.596184185,24.98138805,11.32536861,7.662457278,28.60328667,9.259240892,40.96037477,11.79771272,7.216188808,0.000778664,3.422378075,0.021865246,1.34721004,0,1.272057692,0.065213115,0.234270476,0.328369125,0.330408268,0.008121153,0,0,0.096257128,0,0.239297488,0.368976006,0.000743609,0.05734369,0,0,6.768202941,0.046988348,1.091272589,0.179458934,0,0.060519876,0.019522541,0,0.327430486,0,0.004848004,0.572791335,0,0,0,0,0,0.077699932,0.003904509,0.002342704,0.778176484,0,0,0.000117098,0,0,0,0.122138489,0,0.821333934,2.884428327,0.124163351,0.051348866,0.000387468,0.666710554,0.052320405,0,0.10409635,0.010932622,0.179607369,0,,0.337349488,0.000390451,0,0,0.20303442,0,1.484754543,0,0,1.411465111,0,,0.001561803,0.002342704,0,0,2.517554492,0,0,0.271363314,2.010813444,,0.218261987,0.773249206,0,0,0.014204279,0.144498346,0,0.860944035,0.526903463,20.87599817,0.001341032,0.026511611,0,0.007625538,0,0.054663112,0.006090062,0,0,0,0.002342704,0.645257056,0,0.083184293,0.028024,0.698906962,3.898313528,20.42361861,0,2.108702796,0,0,0
2000,94.28338992,5.165712627,10.17618142,3.908101293,25.83944684,11.65177978,8.370582647,29.17158531,9.469216752,41.93420593,12.67180328,7.784332514,0.001167996,3.498449719,0.022255696,1.457886214,0,1.320585216,0.067649238,0.220995151,0.334616345,0.354139235,0.007773104,6.40987E-05,0,0.129382047,0,0.282735613,0.386155853,0.000732422,0.113687187,0,0,6.968595749,0.044638933,1.061946023,0.197474127,0,0.064814833,0.023427049,0,0.346656527,0,0.006787206,0.71452494,0,0,0,0,0,0.070035015,0.003123606,0.002342704,0.735921665,0,0,0.001969483,0,0,0,0.11530016,0,0.784701653,2.574685555,0.122992002,0.045953639,0.000387468,0.634550026,0.052710857,0,0.112261585,0.011323073,0.347501214,0,,0.374832787,0.000507586,0,0,0.234270476,0,1.628478552,0,0,1.440582212,0,,0.001952254,0.002342704,0,0,2.42780495,0,0,0.48650168,2.135696519,,0.355700676,0.843956262,0,0,0.011779158,0.154293628,0,1.136211816,0.504639944,20.60131352,0.00167629,0.021201478,0,0.00618706,0,0.064424381,0.006530709,0,0,0,0.001561803,0.678412576,0,0.08230867,0.024497039,0.702811488,4.278232176,20.76240735,0,2.139043949,0,0,0
2001,96.17093682,5.362686811,10.07262795,4.17838424,26.09621475,11.78188661,8.815732677,29.86340377,9.530169461,42.77899566,13.04603279,8.058019808,0.001167996,3.3168865,0.020693893,1.447364116,0,1.350442166,0.064913286,0.22333785,0.347501214,0.376044773,0.007734431,0,0,0.182381915,0,0.256750306,0.40411658,0.000732422,0.23337546,0,0,7.119465831,0.046988348,1.181195758,0.210985509,0,0.068719338,0.011713525,0,0.353136073,0,0.007756807,0.958556681,0,0,0,0,0,0.072011884,0.003123606,0.002342704,0.742029578,0,0,0.001867787,0,0,0,0.115310417,0,0.773904859,2.173076856,0.107764422,0.031578594,0.000387468,0.581483299,0.052710857,0,0.111729828,0.011323073,0.393574398,0,,0.331883185,0.000624721,0,0,0.241298602,0,1.679920759,0,0,1.449269822,0,,0.001952254,0.002342704,0,0,2.607003967,0,0,0.581771686,2.21508302,,0.545459779,0.763844816,0,0,0.012818497,0.162545229,0,1.03859917,0.530614056,20.48090492,0.00167629,0.023505139,0,0.007016926,0,0.081994672,0.020782276,0,0,0,0.001952254,0.680234253,0,0.098507713,0.011960996,0.710620456,4.164749925,21.29466812,0,2.393150136,0,0,0
2002,98.22351532,5.421028605,11.03014126,4.210154075,26.68765547,12.10801271,9.650938268,29.11558494,9.345713205,42.487293,13.59399987,8.787278976,0.001167996,3.330756028,0.024207949,1.407224553,0,1.407138137,0.070460151,0.197625158,0.369366463,0.405252145,0.00734771,0,0,0.22602887,0,0.315314201,0.423639097,0.000752654,0.330171475,0,0,7.156816274,0.07726134,1.271996983,0.213410646,0,0.058959192,0.013665778,0,0.353845522,0,0.004848004,0.976126964,0,0,0,0,0,0.070232666,0.003514057,0.000500314,0.744632931,0,0,0.001974517,0,0,0,0.10969102,0,1.00565211,2.374694219,0.092146385,0.03121973,0.000372551,0.557868366,0.050021705,0,0.123675129,0.012103975,0.511490554,0,,0.312360635,0.000390451,0,0,0.242469943,0,1.780448884,0,0,1.491482981,0,,0.001952254,0.002342704,0,0,2.525443889,0,0,0.554440172,2.723213248,,0.585676212,0.743829316,0,0,0.015243616,0.166258804,0,1.151829878,0.494500143,20.97383112,0.00167629,0.023427049,0,0.006759162,0.000239864,0.089803686,0.021728718,0,0,0,0.000780902,0.727963689,0,0.094129601,0.014491207,0.718429466,4.125805316,20.46728568,0,2.188348083,0,0,0
2003,101.3939247,5.894949143,11.59101672,4.649403709,27.58809544,12.20941232,10.18082342,29.28022398,9.119331416,42.69665256,14.20868384,9.283603295,0.001167996,3.391697372,0.025379303,1.599349185,0,1.37869105,0.078368175,0.198005554,0.375613667,0.456273654,0.006187545,0,0,0.281366986,0,0.34207518,0.445113906,0.000752654,0.377338817,0,0,6.985172547,0.064547448,1.336688026,0.210985509,0,0.070370646,0.01444668,0,0.335350831,0,0.007272006,1.170181083,0,0,0,0,0,0.060641071,0.003514057,0.000769714,0.741364547,0,0,0.001442878,0,0,0,0.106421343,0,1.052695665,2.520216292,0.042949584,0.026076558,0.000745101,0.529713643,0.050021705,0,0.12755054,0.012103975,0.280968402,0,,0.35531022,0.001054217,0,0,0.214747947,0,1.877050334,0,0,1.562449074,0,,0.001952254,0.003123606,0,0,2.431622139,0,0,0.792615166,3.054559573,,0.616912252,0.817597257,0,0,0.018015184,0.168055175,0,1.226015494,0.45777839,21.85056253,0.00167629,0.012884877,0,0.007750654,0.000199887,0.089022785,0.008659281,0,0,0,0.001561803,0.792817263,0,0.100258968,0.021468455,0.761379042,4.088661324,20.73260236,0,2.180042309,0,0,0
2004,104.2166168,6.128907368,11.93361595,5.13409635,28.6045749,12.67682443,11.01893109,28.71966673,9.286630247,42.61391383,15.11776393,10.0330708,0.001167996,3.368581673,0.02928381,1.748995842,0,1.387043925,0.074229732,0.194308002,0.380689529,0.496346103,0.006967701,0,0,0.391653482,0,0.374653746,0.449018432,0.012442801,0.400922508,0,0,7.017051679,0.063960655,1.588437379,0.220339565,0,0.06213799,0.01444668,0,0.395273431,0,0.008241607,1.271307836,0,0,0,0,0,0.052418116,0.003904509,0.000746592,0.676950378,0,0,0.001337863,0,0,0,0.110137998,0,1.087399841,2.33485845,0.06832889,0.03207626,0.024960883,0.494462964,0.048528521,0,0.132408693,0.012103975,0.350195344,0,,0.378737271,0.001132307,0,0,0.314703338,0,1.940665745,0,0,1.560364466,0,,0.001561803,0.045292292,0,0,2.868155073,0,0,0.851182762,3.35327984,,0.671575364,0.886931168,0,0,0.038646052,0.183827747,0,1.529395837,0.438289422,22.74289731,0.00167629,0.009370819,0,0.006608575,0.000199887,0.079261517,0.014418711,0,0,0,0.001522758,0.833856779,0,0.105074893,0.02637553,0.74966559,3.856102462,20.14225058,0,2.270268938,0,0,0
