Year,World,North America,Middle East,Europe,Eurasia,Central and South America,EU28,Asia and Oceania,Africa,OECD,Persian Gulf,OPEC,Afghanistan,Albania,Algeria,American Samoa,Angola,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burma,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Croatia,Cuba,Cyprus,Czechia,Czechoslovakia,Czech republic,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong Special Administrative Region (China),Hungary,Iceland,Inde,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Ivory Coast,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Lithuania,Luxembourg,Macao Special Administrative Region (China),Macedonia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Martinique,Mauritania,Mauritius,Mexico,Moldova,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Namibia,Nauru,Nepal,Netherlands,Netherlands Antilles,New Caledonia,New Zealand,Niger,Nigeria,Nicaragua,Northern Mariana Islands,Niue,North Korea,Norway,Oman,Pakistan,Palestinian Territories,Papua New Guinea,Paraguay,Panama,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russian Federation & USSR,Rwanda,Saint Helena,Peru,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States of America,United States Virgin Islands,Uruguay,U.S. Pacific Islands,Uzbekistan,Vanuatu,Venezuela,Viet Nam,Western Sahara,Yemen,Reunion,Yugoslavia,Zambia,Zimbabwe
1984,83.33709855,22.21924998,0.029895783,16.62013846,12.81228794,0.343492826,13.76384345,27.10757921,4.20445436,40.33245531,0.029895783,0.033745166,0.003093277,0.019801976,0.000198841,0,0,0,0.012038262,,,3.54809357,0.035763082,,0,0,0,0,,0.140229229,0,0,0,7.01178E-06,0,,0.009242017,0.126508759,0,0,0.214265511,0,0.001860854,0,0,0,1.283063868,0,0,0,0,0.02258671,18.56132579,0.177359936,0,0,0,0,,0,0,,1.71015314,,0.003289028,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0.544002563,0,0,0,0,,5.869722276,0,0,0.157523372,0,0,0,0,0,0,0,0,0,0,0,0.182119788,0,,2.551480761,0.037693901,0.029895783,0,0.002018149,0,0.04983175,0,0,0.409003104,0,,0,0,,0,,7.01178E-06,,0,0,0,0,,0,0,,0,0.000289672,0,0,0,0,0,0,0,0.112866268,,0.139129956,,0,0.025005498,0,,0,0.000144849,0,0,0,0.065820369,0.003206489,0.002065828,0,0,0,0.918045288,0.01335192,0,0.033782087,,0,0,0,0.028310492,4.106970284,0.003333807,0,0,0.363156953,12.81228794,0,0,0.003414443,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,4.073578587,0.585826393,,0.71919385,0,0,0,0.003117008,0.000312363,0,0,0.057583572,,0.00027182,0.027421655,,0,0,0,0,0.282102267,,0,0,,0,1.375400476,20.82331985,0,0,0,,0,0.001584715,0.13894927,0,0,0,0.8308857,0.013276867,0.070912707
1985,87.41517827,21.88320293,0.031854273,18.1819506,13.03583459,0.403588724,15.20195359,29.39668375,4.482063409,41.86665782,0.031854273,0.037129906,0.003155979,0.021181219,0.000227247,0,0,0,0.009460325,,,3.861530816,0.037631847,,0,0,0,0,,0.138185899,0,0,0,8.75417E-06,0,,0.010276746,0.12975602,0,0,0.196592546,0,0.001839465,0,0,0,1.360201471,0,0,0,0,0.024468937,20.51451739,0.234429633,0,0,0,0,,0,0,,1.675273411,,0.003289028,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0.502197156,0,0,0,0,,6.056817975,0,0,0.173933878,0,0,0,0,0,0,0,0,0,0,0,0.17318452,0,,2.655866937,0.051948131,0.031854273,0,0.00164335,0,0.052997004,0,0,0.40240976,0,,0,0,,0,,1.75295E-05,,0,0,0,0,,0,0,,0,0.000750514,0,0,0,0,0,0,0,0.115787143,,0.167104328,,0,0.023125609,0,,0,0.000129849,0,0,0,0.062260915,0.003227865,0.003805472,0,0,0,0.724785782,0.015009808,0,0.038018183,,0,0,0,0.029381447,4.232876153,0.004072744,0,0,0.38202833,13.03583459,0,0,0.004230895,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,4.338648956,0.61798244,,0.720483636,0,0,0,0.004139386,0.000288335,0,0,0.05320441,,0.000407729,0.057065201,,0,0,0,0,0.376459513,,0,0,,0,2.529020211,20.40721431,0,0,0,,0,0.001242914,0.155456437,0,0,0,0.892073061,0.013181392,0.080983464
1986,89.66400193,22.00239402,0.036347325,18.64723371,13.45922055,0.452563282,15.60368883,30.48981351,4.576429532,42.71731043,0.036347325,0.04228833,0.003344083,0.021348699,0.000255652,0,0,0,0.008608895,,0,4.12064655,0.036263862,,0,0,0,0,,0.124228268,0,0,0,1.40447E-05,0,,0.011523124,0.124355128,0,0,0.224241571,0,0.002096135,0,0,0,1.275151193,0,0,0,0,0.030779928,21.02627498,0.282112492,0,0,0,0,,0,0,,1.670025551,,0.003234778,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0.485087714,0,0,0,0,,5.953862679,0,0,0.184635117,0,0,0,0,0,0,0,0,0,0,0,0.16792976,0,,2.897362566,0.068617411,0.036347325,0,0.001556858,0,0.029047513,0,0,0.393495619,0,,0,0,,0,,3.50589E-05,,0,0,0,0,,0,0,,0,0.000816349,0.000485476,0,0,0,0,0,0,0.12541935,,0.180989134,,0,0.023125609,0,,0,8.64857E-05,0,0,0,0.065593733,0.002650697,0.003914201,0,0,0,0.719608636,0.012937449,0,0.037082205,,0,0,0,0.028776125,4.401758267,0.00405556,0,0,0.389729408,13.45922055,0,0,0.004935687,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,4.418670008,0.664859486,,0.696087822,0,0,0,0.004289004,0.000288335,0,0,0.049400376,,0.000108728,0.060915935,,0,0,0,0,0.436885797,,0,0,,0,2.904916098,20.60182347,0,0,0,,0,0.001771152,0.170129475,0,0,0,0.902347384,0.014256433,0.093584949
1987,92.00575531,22.77555026,0.035713695,18.40548524,13.61477524,0.517048416,15.36157695,32.05653818,4.600644285,43.69161126,0.035713695,0.041052068,0.003490387,0.02102359,0.000227247,0,0,0,0.008821752,,0,4.684021856,0.034028668,,0,0,0,0,,0.095553591,0,0,0,3.21021E-05,0,,0.011452575,0.115824749,0,0,0.234402239,0,0.001582796,0,0,0,1.368114188,0,0,0,0,0.029469751,21.82707333,0.357394204,0,0,0,0,,0,0,,1.666785595,,0.003316152,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0.438234784,0,0,0,0,,5.764881371,0,0,0.216215395,0,0,0,0,0,0,0,0,0,0,0,0.16630516,0,,3.140634403,0.079347505,0.035713695,0,0.001297382,0,0.027254801,0,0,0.320596636,0,,0,0,,0,,1.75295E-05,,0,0,0,0,,0,0,,0,0.000844329,0.001972469,0,0,0,0,0,0,0.138596742,,0.198921533,,0,0.01891824,0,,0,0,0,0,0,0.057858017,0.003505761,0.00318461,0,0,0,0.714468502,0.011812452,0,0.03782177,,0,0,0,0.028124238,4.51831208,0.004485174,0,0,0.422567737,13.61477524,0,0,0.003611444,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,4.416169233,0.665435171,,0.628350045,0,0,0,0.00411445,0.000600699,0,0,0.042934487,,8.15225E-05,0.076240091,,0,0,0,0,0.442260141,,0,0,,0,2.809087824,21.26883933,0,0,0,,0,0.001926516,0.175965359,0,0,0,0.902026508,0.011954337,0.126875828
1988,94.12402269,23.60155529,0.036289723,18.11961956,13.78911987,0.609859936,15.17582212,33.24814245,4.719435851,43.71587926,0.036289723,0.072672097,0.002884272,0.021516177,0.000284059,0,0,0,0.012109215,,0,4.219439455,0.026003961,,0,0,0,0,,0.052616617,0,0,0,3.50589E-05,0,,0.014321598,0.123345619,0,0,0.217391388,0,0.001390294,0,0,0,1.579030058,0,0,0,0,0.036186715,23.04484849,0.400343545,0,0,0,0,,0,0,,1.636865299,,0.003343379,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0.383089587,0,0,0,0,,5.700692703,0,0,0.234201043,0,0,0,0,0,0,0,0,0,0,0,0.151985734,0,,3.423314956,0.103777278,0.036289723,0,0.001297382,0,0.029131545,0,0,0.27566379,0,,0,0,,0,,1.75295E-05,,0,0,0,0,,0,0,,0,0.001211356,0.002017813,0,0,0,0,0,0,0.123747087,,0.220466019,,0,0.018980517,0,,0,0,0,0,0,0.063512927,0.003313372,0.002228919,0,0,0,0.861601823,0.007815757,0,0.047830095,,0,0,0,0.031616486,4.518295333,0.003952453,0,0,0.481863669,13.78911987,0,0,0.004005445,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,4.53620102,0.666010856,,0.578377782,0,0,0,0.003640666,0.000384446,0,0,0.035094884,,8.15225E-05,0.080241713,,0,0,0,0,0.369127413,,0,0,,0,2.796538477,21.89877814,0,0,0,,0,0.033869396,0.168378714,0,0,0,0.908472798,0.013519369,0.122310073
1989,95.9254661,24.2655333,0.03456164,17.7586009,13.22900391,0.718174959,14.74541537,35.32961639,4.589974995,44.41443836,0.03456164,0.103300796,0.002654366,0.021604843,0.000426088,0,0,0,0.012156517,,0,4.696034622,0.025234467,,0,0,0,0,,0.040367115,0,0,0,3.50589E-05,0,,0.015591493,0.112240982,0,0,0.218352707,0,0.001390294,0,0,0,1.576437256,0,0,0,0,0.036666498,24.79178702,0.487659623,0,0,0,0,,0,0,,1.560436019,,0.003397744,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0.372817839,0,0,0,0,,5.577915337,0,0,0.251372445,0,0,0,0,0,0,0,0,0,0,0,0.146084004,0,,3.513827919,0.217090068,0.03456164,0,0.00123972,0,0.030083923,0,0,0.250336103,0,,0,0,,0,,1.75295E-05,,0,0,0,0,,0,0,,0,0.001395694,0.002459781,0,0,0,0,0,0,0.132933362,,0.206094497,,0,0.015039105,0,,0,0,0,0,0,0.070675374,0.003655397,0.002283284,0,0,0,0.665532263,0.010036144,0,0.045932487,,0,0,0,0.03166305,4.22936259,0.004433621,0,0,0.503097067,13.22900391,0,0,0.003421555,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,4.408667324,0.569789483,,0.662137228,0,0,0,0.003815215,0.000480559,0,0,0.022463514,,8.15225E-05,0.099104277,,0,0,0,0,0.491401241,,0,0,,0,2.682436747,22.55616268,0,0,0,,0,0.066029784,0.142728686,0,0,0,0.929707285,0.010598687,0.125023442
1990,97.45696513,25.42860622,0.031681505,15.875955,14.44061526,0.742283264,13.08323863,36.36205385,4.575770036,44.14248102,0.031681505,0.102430386,0.002194554,0.020402907,0.000284059,0,0,0,0.006527624,,0,4.914714955,0.02990028,,0,0,0,0,,0.021025227,0,0,0,3.50589E-05,0,,0.018672165,0.077311845,0,0,0.201653797,0,0.001475851,0,0,0,1.527373989,0,0,0,0,0.040283323,25.38326965,0.547376873,0,0,0,0,,0,0,,1.384234708,,0.003424926,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0.325746446,0,0,0,0,,4.987151912,0,0,0.251517844,0,0,0,0,0,0,0,0,0,0,0,0.128170349,0,,3.633394428,0.259882334,0.031681505,0,0.000720767,0,0.028403258,0,0,0.195922089,0,,0,0,,0,,1.75295E-05,,0,0,0,0,,0,0,,0,0.001319983,0.002516598,0,0,0,0,0,0,0.154583531,,0.183345967,,0,0.015695575,0,0,0,0,0,0,0,0.06717273,0.003290259,0.002446375,0,0,0,0.886592163,0.008970359,0,0.051684191,,0,0,0,0.028939095,3.650513835,0.004080998,0,0,0.313153176,14.44061526,0,0,0.002765152,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,4.371157364,0.471978173,,0.648167426,0,0,0,0.003989765,0.000264307,0,0,0.013518332,,0.000108728,0.136816493,,0,0,0,0,0.446401515,,0,0,,0,2.492769013,23.7466487,0,0,0,,0,0.068018447,0.128583649,0,0,0,0.932706876,0.011781468,0.143599369
1991,92.74220692,24.58198572,0.025806026,14.21205392,11.2476297,0.739076464,11.59019695,37.27221223,4.663442867,42.16388241,0.025806026,0.096533735,0.001964649,0.010708818,0.000426088,0,0,0,0.006906037,,0,5.276179402,0.025417681,,0,0,0,0,,0.012585767,0,0,0,3.50589E-05,0,,0.018436999,0.087289191,0,0,0.18074038,0,0.001604185,0,0,0,1.590004959,0,0,0,0,0.040744654,25.50039245,0.534647159,0,0,0,0,,0,0,,1.308360137,,0.001889146,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0.311007981,0,0,0,0,,3.669310222,0,0,0.255390266,0,0,0,0,0,0,0,0,0,0,0,0.123174366,0,,4.056820501,0.339800655,0.025806026,0,2.88286E-05,0,0.026918669,0,0,0.194765523,0,,0,0,,0,,1.75295E-05,,0,0,0,0,,0,0,,0,0.001343025,0.004078067,0,0,0,0,0,0,0.144104042,,0.180271839,,0,0.016441562,0,0,0,0,0,0,0,0.070050398,0.003346331,0.002718195,0,0,0,0.831765221,0.009769698,0,0.053557441,,0,0,0,0.030871472,3.554717841,0.003921244,0,0,0.265839417,11.2476297,0,0,0.001905998,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,4.456179968,0.412792434,,0.609657407,0,0,0,0.003067133,0.000672782,0,0,0.011528742,,0.000108728,0.161098254,,0,0,0,0,0.433977437,,0,0,,0,2.550814096,22.84787671,0,0,0,,0,0.067583426,0.144618402,0,0,0,0.859040883,0.012964252,0.146521441
1992,96.17900115,24.51153827,0.027966126,12.90959669,14.9825583,0.778877818,10.80889697,38.4000692,4.568394751,41.34581551,0.027966126,0.106885503,0.000167205,0.003605728,0.000426088,0,0,0,0.004777464,0,0,5.48597032,0.01933126,0,0,0,0,0,0,0.004327598,0,0,0,0.000980928,0,0.022966554,0.021188439,0.079600074,0,0,0.193052871,0,0.001561407,0,0,0,1.466620674,0,0,0,0,0.030004895,26.21228871,0.585806631,0,0,0,0,0.004093847,0,0,,1.175553292,,0.001134847,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.286550575,0,0,0,0,0.002584814,3.269835492,0,0,0.2668088,0,0,0,0,0,0,0,0,0,0,0,0.113894056,0,,4.190360873,0.553417086,0.027966126,0,2.72446E-05,0,0.023109159,0,0,0.186703932,0,3.535857228,0,0,,0,0.03568196,1.75295E-05,0,0,0,0,0,0,0,0,0.045103065,0,0.001369359,0.003982573,0,0,0,0,0,0,0.1360995,0.005096595,0.16003384,,0,0.01718755,0,0,0,3.46365E-05,0,0,0,0.078621891,0.002854306,0.00236483,0,0,0,0.780949988,0.010628246,0,0.054346594,,0,0,0,0.038670825,3.363465403,0.00320961,0,0,0.314686826,8.078080584,0,0,0.002560296,0,0,0,0,0,0,0,0,0.358764309,0,0,0,,0.066933534,0,0,4.361154681,0.328139537,,0.608004375,0,0,0,0.002493604,0.001007989,0,0,0.009158941,0.009758759,0.000108728,0.169265864,,0,0,0,0,0.484078528,0,0,0,3.226253123,0,2.270558329,22.9088181,0,0,0,0.089245234,0,0.076128459,0.145396515,0,0,0,,0.013364989,0.144747331
1993,93.94680895,23.16415033,0.03266071,12.3881671,13.18979814,0.794763897,11.51393477,39.46888078,4.908387986,40.54613729,0.03266071,0.152532808,0.000146303,0.002108268,0.000568117,0,0,0,0.003973336,0,0,5.43133593,0.018460487,0,0,0,0,0,0,0,0,0,0,0.000805763,0,0.019904347,0.020929758,0.077311845,0,0,0.184827555,0,0.001240569,0,0,0,1.542372405,0,0,0,0,0.025004078,27.07846646,0.567567883,0,0,0,0,0.003735356,0,0,1.475214375,,,0.000380548,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.263486473,0,0,0,0,0.002749802,2.978339674,0,0,0.265674692,0,0,0,0,0,0,0,0,0,0,0,0.106619328,0,,4.40999119,0.72414269,0.03266071,0,2.74558E-05,0,0.017646994,0,0,0.177000462,0,2.995849416,0,0,,0,0.028548884,1.75295E-05,0,0,0,0,0,0,0,0,0.04470879,0,0.001369359,0.002743318,0,0,0,0,0,0,0.14749316,0.00350881,0.143894689,,0,0.018023055,0,0,0,3.46365E-05,0,0,0,0.086925454,0.00334137,0.000761094,0,0,0,0.724785782,0.007934178,0,0.057292778,,0,0,0,0.036831577,3.363244717,0.002861056,0,0,0.326012928,7.310648098,0,0,0.002363868,0,0,0,0,0,0,0,0,0.342520622,0,0,0,0.039887395,0.061493834,0,0,4.706596244,0.258865636,,0.573708621,0,0,0,0.001246802,0,0,0,0.008522783,0.008815884,0.001196005,0.170908802,,0,0,0,0,0.457056125,0,0,0,2.76453441,0,1.832693826,21.47428477,0,0,0,0.07514284,0,0.118542886,0.154928431,0,0,0,,0.016089975,0.13788566
1994,95.86965516,25.27137339,0.037240167,11.50974575,11.64934264,0.857565248,10.60816516,41.43761983,5.106768141,41.704487,0.037240167,0.171417443,0.000125403,0.001664941,0.000568117,0,0,0,0.008206831,0,0,5.415407668,0.014942536,0,0,0,0,0,0,0,0,0,0,0.001121061,0,0.021435451,0.021188439,0.08638063,0,0,0.183076811,0,0.001133624,0,0,0,1.62775792,0,0,0,0,0.021811677,28.91618654,0.606131368,0,0,0,0,0.003367298,0,0,1.331654403,,,0.000299002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232115761,0,0,0,0,0.00337309,2.756757639,0,0,0.2746651,0,0,0,0,0,0,0,0,0,0,0,0.101242355,0,,4.588620594,0.796685071,0.037240167,0,2.61886E-05,0,0.007478964,0,0,0.161421735,0,2.789067719,0,0,,0,0.014017321,1.75295E-05,0,0,0,0,0,0,0,0,0.044340364,0,0.001343025,0.003038055,0,0,0,0,0,0,0.198396693,0.002175854,0.132136153,,0,0.019395672,0,0,0,3.46365E-05,0,0,0,0.079017234,0.003344855,0.000679549,0,0,0,0.679319479,0.008911148,0,0.05917333,,0,0,0,0.033735117,3.392862643,0.002134899,0,0,0.332541225,6.501267645,0,0,0.002105132,0,0,0,0,0,0,0,0,0.313478293,0,0,0,0.040865744,0.058287654,0,0,4.896421151,0.203901585,,0.53828666,0,0,0,0.005685416,0,0,0,0.007408537,0.002569335,0.00125037,0.188034346,,0,0,0,0,0.511750387,0,0,0,2.261841788,0,1.337859283,23.44521878,0,0,0,0.075029893,0,0.13292961,0.171102136,0,0,0,,0.013906331,0.142686215
1995,97.23873442,25.25241262,0.032775956,11.35723302,10.58460987,0.933401025,10.50858619,43.74003009,5.338271843,41.91819324,0.032775956,0.160244938,0.000104543,0.000788137,0.000645326,0,0,0,0.007213497,0,0,5.80954674,0.014157236,0,0,0,0,0,0,0,0,0,0,0.001191127,0,0.0251101,0.02140009,0.087474268,0,0,0.196274236,0,0.001240569,0,0,0,1.675994211,0,0,0,0,0.019154416,30.39007579,0.691816156,0,0,0,0,0.002164312,0,0,1.296296668,,,0.00027182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220998664,0,0,0,0,0.000623288,2.620471647,0,0,0.279463198,0,0,0,0,0,0,0,0,0,0,0,0.106188021,0,,4.820230602,1.030462124,0.032775956,0,2.61886E-05,0,0.004817909,0,0,0.145842995,0,2.256548543,0,0,,0,0.007680497,0.000412454,0,0,0,0,0,0,0,0,0.046854709,0,0.001290357,0.00253927,0,0,0,0,0,0,0.207805931,0.000627273,0.128575297,,0,0.019395672,0,0,0,0.000103804,0,0,0,0.093177908,0.003654773,0.000543639,0,0,0,0.633853217,0.008644702,0,0.053363152,,0,0,0,0.030941319,3.39014721,0,0,0,0.337248829,6.273856998,0,0,0.001462671,0,0,0,0,0,0,0,0,0.248891431,0,0,0,0.042271415,0.058647899,0,0,5.1566404,0.156805198,,0.514163407,0,0,0,0.004288998,0,0,0,0.006899877,0.000966448,0.001196005,0.202618825,,0,0,0,0,0.518357743,0,0,0,1.995029124,0,1.425249355,23.36861248,0,0,0,0.049277698,0,0.126280017,0.232045284,0,0,0,,0.007808886,0.121135876
1996,99.66962078,25.9914671,0.029377357,11.43659387,9.758190522,1.012888671,10.42763035,46.11497423,5.326129029,42.68324945,0.029377357,0.143265514,6.27259E-05,0.001113244,0.000351996,0,0,0,0.007331751,0,0,5.937891419,0.012084913,0,0,0,0,0,0,0,0,0,0,0.001121061,0,0.025875651,0.017120071,0.080845136,0,0,0.199279153,0,0.001133624,0,0,0,1.695507713,0,0,0,0,0.018527008,32.10147634,0.79146074,0,0,0,0,0.00180711,0,0,1.335133048,,,0.000203864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219028377,0,0,0,0,0.000293312,2.564378282,0,0,0.289733091,0,0,0,0,0,0,0,0,0,0,0,0.109688805,0,,5.157366391,1.239914833,0.029377357,0,0,0,0.003837521,0,0,0.142356735,0,2.078632403,0,0,,0,0.006784715,0.000889633,0,0,0,0,0,0,0,0,0.046182493,0,0.001395692,0.004965179,0,0,0,0,0,0,0.229768247,0.000581978,0.130906507,,0,0.015098785,0.000582486,0,0,0.000121112,0,0,0,0.094056621,0.003891006,0.000462093,0,0,0,0.561642096,0.006809183,0,0.06379894,,0,0,0,0.025796073,3.40976802,0,0,0,0.343383433,6.13618999,0,0,0.001649969,0,0,0,0,0,0,0,0,0.39848348,0,0,0,0.043058596,0.057242943,0,0,5.160416475,0.135724212,,0.49027629,0,0,0,0.003216749,0,0,0,0.004188365,0.000471438,0.001549371,0.238582629,,0,0,0,0,0.530499463,0,0,0,1.48946038,0,1.348930773,24.06619113,0,0,0,0.045776307,0,0.113074067,0.272979737,0,0,0,,0.006757443,0.115082999
1997,99.85896611,26.60528916,0.034849654,11.1175689,9.4061931,1.152349786,10.01262426,45.88639207,5.656323441,43.35244854,0.034849654,0.195319943,4.18173E-05,0.000384217,0.00029764,0,0,0,0.005936354,0,0,6.353749516,0.012941168,0,0,0,0,0,0,0,0,0,0,0.000945895,0,0.083491085,0.018248867,0.095011961,0,0,0.1891312,0,0.001048067,0,0,0,1.75854095,0,0,0,0,0.019265135,31.1678258,0.871609657,0,0,0,0,0.001293496,0,0,1.280980098,,,0.000135909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180756771,0,0,0,0,9.16601E-05,2.378414275,0,0,0.285191849,0,0,0,0,0,0,0,0,0,0,0,0.113318978,0,,5.349768692,1.351908802,0.034849654,0,0,0,0.006050398,0,0,0.096241109,0,1.960906411,0,0,,0,0.00865922,0.001673684,0,0,0,0,0,0,0,0,0.043306183,0,0.001448361,0.004942507,0,0,0,0,0,0,0.231997932,0.000739147,0.126141606,,0,0.01121965,0.000553362,0,0,0.000138413,0,0,0,0.092932809,0.00348096,0.00027182,0,0,0,0.550944194,0.011427586,0,0.062308309,0,0,0,0,0.025051058,3.399668998,0,0,0,0.277263939,5.856234165,0,0,0.00062585,0,0,0,0,0,0,0,0,0.402272207,0,0,0,0.044025697,0.059200276,0,0,5.503281901,0.123744521,,0.481193697,0,0,0,0.005062015,0,0,0,0.002702953,0.000400722,0.000761094,0.257811463,,0,0,0,0,0.564063364,0,0,0,1.531610571,0,1.303193416,24.61475028,0,0,0,0.047551204,0,0.15990083,0.31647085,0,0,0,,0.00707141,0.104490453
1998,99.72644518,27.32146973,0.035425636,10.26952394,9.125721187,1.241828588,9.051817254,45.99508605,5.737390044,43.76230221,0.035425636,0.267647386,4.18173E-05,0.000482734,0.000216463,0,0,0,0.006858736,0,0,6.903766501,0.013176067,0,0,0,0,0,0,0,0,0,0,0.000875829,0,0.107713146,0.021729322,0.092807862,0,0,0.191696842,0,0.001112235,0,0,0,1.679503419,0,0,0,0,0.017364457,30.64016968,0.892549477,0,0,0,0,0.001346291,0,0,1.16871093,,,0.000106916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149638702,0,0,0,0,0.00027498,2.201386155,0,0,0.295078869,0,0,0,0,0,0,0,0,0,0,0,0.105440417,0,,5.381268919,1.509577284,0.035425636,0,0,0,0.005294098,0,0,0.08967148,0,1.931174605,0,0,,0,0.007166251,0.001509479,0,0,0,0,0,0,0,0,0.052846472,0,0.001501029,0.007141697,0,0,0,0,0,0,0.250437361,0.000123192,0.129548769,,0,0.004712987,0.000524237,0,0,0.000190318,0,0,0,0.081443442,0.003873712,0.000326183,0,0,0,0.497454433,0.009710487,0,0.058357754,0,0,0,0,0.026936873,3.020609858,0,0,0,0.215130303,5.58284073,0,0,0.000568954,0,0,0,0,0,0,0,0,0.412731981,0,0,0,0.044430531,0.058539825,0,0,5.575901528,0.119550251,,0.474799616,0,0,0,0.010223774,0,0,0,0.002158774,0.000447866,0.001223188,0.21994735,,0,0,0,0,0.634221865,0,0,0,1.556529609,0,1.10653875,25.39152896,0,0,0,0.047163954,0,0.231679103,0.324363165,0,0,0,,0.008438032,0.108612672
1999,98.40509466,26.44972561,0.029953385,9.590011295,9.324435948,1.205523939,8.485733877,46.04693961,5.758504863,42.47074726,0.029953385,0.247380931,2.09086E-05,0.000482734,0.00013529,0,0,0,0.007946673,0,0,6.991483729,0.01167568,0,0,0,0,0,0,0,0,0,0,0.000875829,0,0.103686345,0.016908422,0.095230688,0,0,0.161055649,0,0.004021158,0,0,0,1.62006882,0,0,0,0,0.008949799,30.2055744,0.875942032,0,0,0,0,0.000462032,0,0,1.023403054,,,7.79322E-05,0,0,0,0,0,0.001060096,0,0,0,0,0,0,0,0,0,0.133826402,0,0,0,0,0.000293312,2.13635707,0,0,0.300734813,0,0,0,0,0,0,0,0,0,0,0,0.104570618,0,,5.471647277,1.816981519,0.029953385,0,0,0,0.003221277,0,0,0.089429554,0,1.621672365,0,0,,0,0.006917423,0.001382241,0,0,0,0,0,0,0,0,0.047669121,0,0.001665351,0.005622669,0,0,0,0,0,0,0.230236486,0,0.127166321,,0,0.003849295,0.000611609,0,0,0.000311429,0,0,0,0.091325957,0.003601225,0.000434911,0,0,0,0.566991068,0.011960478,0,0.060694922,0,0,0,0,0.027402506,2.888151899,0,0,0,0.187663911,6.004548206,0,0,0.000597403,0,0,0,0,0,0,0,0,0.309504116,0,0,0,0.04214772,0.054709221,0,0,5.58933027,0.115054436,,0.441393976,0,0,0,0.010622751,0,0,0,0.00250066,0.000447866,0.002038647,0.200864531,,0,0,0,0,0.630974625,0,0,0,1.642634458,0,0.996360554,24.59942031,0,0,0,0.047922318,0,0.216857345,0.267588503,0,0,0,,0.007476719,0.120692344
